date,location,year,month,week,yday,date_numeric,post_flood,days_since_flood,uv
2010-03-03,Raw,2010,3,9,62,14671,0,0,0.1
2010-03-04,Finished,2010,3,9,63,14672,0,0,0.035
2010-03-04,Raw,2010,3,9,63,14672,0,0,0.106
2010-03-05,Finished,2010,3,9,64,14673,0,0,0.033
2010-03-05,Raw,2010,3,9,64,14673,0,0,0.105
2010-03-06,Finished,2010,3,9,65,14674,0,0,0.032
2010-03-06,Raw,2010,3,9,65,14674,0,0,0.104
2010-03-07,Finished,2010,3,9,66,14675,0,0,0.029
2010-03-07,Raw,2010,3,9,66,14675,0,0,0.102
2010-03-08,Finished,2010,3,10,67,14676,0,0,0.029
2010-03-08,Raw,2010,3,10,67,14676,0,0,0.102
2010-03-09,Finished,2010,3,10,68,14677,0,0,0.03
2010-03-09,Raw,2010,3,10,68,14677,0,0,0.1
2010-03-11,Finished,2010,3,10,70,14679,0,0,0.031
2010-03-11,Raw,2010,3,10,70,14679,0,0,0.097
2010-03-12,Finished,2010,3,10,71,14680,0,0,0.027
2010-03-12,Raw,2010,3,10,71,14680,0,0,0.094
2010-03-13,Finished,2010,3,10,72,14681,0,0,0.029
2010-03-13,Raw,2010,3,10,72,14681,0,0,0.099
2010-03-15,Finished,2010,3,11,74,14683,0,0,0.025
2010-03-15,Raw,2010,3,11,74,14683,0,0,0.097
2010-03-16,Finished,2010,3,11,75,14684,0,0,0.018
2010-03-16,Raw,2010,3,11,75,14684,0,0,0.092
2010-03-17,Finished,2010,3,11,76,14685,0,0,0.035
2010-03-17,Raw,2010,3,11,76,14685,0,0,0.105
2010-03-18,Finished,2010,3,11,77,14686,0,0,0.035
2010-03-18,Raw,2010,3,11,77,14686,0,0,0.097
2010-03-19,Finished,2010,3,11,78,14687,0,0,0.032
2010-03-19,Raw,2010,3,11,78,14687,0,0,0.098
2010-03-20,Finished,2010,3,11,79,14688,0,0,0.036
2010-03-20,Raw,2010,3,11,79,14688,0,0,0.099
2010-03-21,Finished,2010,3,11,80,14689,0,0,0.032
2010-03-21,Raw,2010,3,11,80,14689,0,0,0.105
2010-03-22,Finished,2010,3,12,81,14690,0,0,0.034
2010-03-22,Raw,2010,3,12,81,14690,0,0,0.096
2010-03-23,Finished,2010,3,12,82,14691,0,0,0.035
2010-03-23,Raw,2010,3,12,82,14691,0,0,0.105
2010-03-24,Finished,2010,3,12,83,14692,0,0,0.027
2010-03-24,Raw,2010,3,12,83,14692,0,0,0.099
2010-03-25,Finished,2010,3,12,84,14693,0,0,0.033
2010-03-25,Raw,2010,3,12,84,14693,0,0,0.1
2010-03-26,Finished,2010,3,12,85,14694,0,0,0.029
2010-03-26,Raw,2010,3,12,85,14694,0,0,0.099
2010-03-27,Finished,2010,3,12,86,14695,0,0,0.03
2010-03-27,Raw,2010,3,12,86,14695,0,0,0.1
2010-03-28,Finished,2010,3,12,87,14696,0,0,0.031
2010-03-28,Raw,2010,3,12,87,14696,0,0,0.106
2010-03-29,Finished,2010,3,13,88,14697,0,0,0.03
2010-03-29,Raw,2010,3,13,88,14697,0,0,0.103
2010-03-30,Finished,2010,3,13,89,14698,0,0,0.033
2010-03-30,Raw,2010,3,13,89,14698,0,0,0.101
2010-03-31,Finished,2010,3,13,90,14699,0,0,0.034
2010-03-31,Raw,2010,3,13,90,14699,0,0,0.105
2010-04-01,Finished,2010,4,13,91,14700,0,0,0.029
2010-04-01,Raw,2010,4,13,91,14700,0,0,0.1
2010-04-02,Finished,2010,4,13,92,14701,0,0,0.029
2010-04-02,Raw,2010,4,13,92,14701,0,0,0.102
2010-04-04,Finished,2010,4,13,94,14703,0,0,0.026
2010-04-04,Raw,2010,4,13,94,14703,0,0,0.101
2010-04-05,Finished,2010,4,14,95,14704,0,0,0.034
2010-04-05,Raw,2010,4,14,95,14704,0,0,0.106
2010-04-06,Finished,2010,4,14,96,14705,0,0,0.035
2010-04-06,Raw,2010,4,14,96,14705,0,0,0.109
2010-04-09,Finished,2010,4,14,99,14708,0,0,0.042
2010-04-09,Raw,2010,4,14,99,14708,0,0,0.1
2010-04-10,Finished,2010,4,14,100,14709,0,0,0.031
2010-04-10,Raw,2010,4,14,100,14709,0,0,0.101
2010-04-12,Finished,2010,4,15,102,14711,0,0,0.029
2010-04-12,Raw,2010,4,15,102,14711,0,0,0.097
2010-04-13,Finished,2010,4,15,103,14712,0,0,0.036
2010-04-13,Raw,2010,4,15,103,14712,0,0,0.097
2010-04-14,Finished,2010,4,15,104,14713,0,0,0.031
2010-04-14,Raw,2010,4,15,104,14713,0,0,0.101
2010-04-15,Finished,2010,4,15,105,14714,0,0,0.034
2010-04-15,Raw,2010,4,15,105,14714,0,0,0.103
2010-04-16,Finished,2010,4,15,106,14715,0,0,0.028
2010-04-16,Raw,2010,4,15,106,14715,0,0,0.1
2010-04-17,Finished,2010,4,15,107,14716,0,0,0.03
2010-04-17,Raw,2010,4,15,107,14716,0,0,0.099
2010-04-18,Finished,2010,4,15,108,14717,0,0,0.032
2010-04-18,Raw,2010,4,15,108,14717,0,0,0.101
2010-04-20,Finished,2010,4,16,110,14719,0,0,0.03
2010-04-20,Raw,2010,4,16,110,14719,0,0,0.101
2010-04-21,Finished,2010,4,16,111,14720,0,0,0.03
2010-04-21,Raw,2010,4,16,111,14720,0,0,0.096
2010-04-22,Finished,2010,4,16,112,14721,0,0,0.031
2010-04-22,Raw,2010,4,16,112,14721,0,0,0.094
2010-04-23,Finished,2010,4,16,113,14722,0,0,0.035
2010-04-23,Raw,2010,4,16,113,14722,0,0,0.108
2010-04-24,Finished,2010,4,16,114,14723,0,0,0.032
2010-04-24,Raw,2010,4,16,114,14723,0,0,0.1
2010-04-25,Finished,2010,4,16,115,14724,0,0,0.035
2010-04-25,Raw,2010,4,16,115,14724,0,0,0.105
2010-04-26,Finished,2010,4,17,116,14725,0,0,0.034
2010-04-26,Raw,2010,4,17,116,14725,0,0,0.102
2010-04-27,Finished,2010,4,17,117,14726,0,0,0.026
2010-04-27,Raw,2010,4,17,117,14726,0,0,0.093
2010-04-28,Finished,2010,4,17,118,14727,0,0,0.031
2010-04-28,Raw,2010,4,17,118,14727,0,0,0.1
2010-04-29,Finished,2010,4,17,119,14728,0,0,0.036
2010-04-29,Raw,2010,4,17,119,14728,0,0,0.1
2010-04-30,Finished,2010,4,17,120,14729,0,0,0.033
2010-04-30,Raw,2010,4,17,120,14729,0,0,0.096
2010-05-01,Finished,2010,5,17,121,14730,0,0,0.027
2010-05-01,Raw,2010,5,17,121,14730,0,0,0.091
2010-05-02,Finished,2010,5,17,122,14731,0,0,0.031
2010-05-02,Raw,2010,5,17,122,14731,0,0,0.094
2010-05-03,Finished,2010,5,18,123,14732,0,0,0.027
2010-05-03,Raw,2010,5,18,123,14732,0,0,0.097
2010-05-04,Finished,2010,5,18,124,14733,0,0,0.03
2010-05-04,Raw,2010,5,18,124,14733,0,0,0.089
2010-05-06,Finished,2010,5,18,126,14735,0,0,0.028
2010-05-06,Raw,2010,5,18,126,14735,0,0,0.094
2010-05-07,Finished,2010,5,18,127,14736,0,0,0.035
2010-05-07,Raw,2010,5,18,127,14736,0,0,0.097
2010-05-09,Finished,2010,5,18,129,14738,0,0,0.038
2010-05-09,Raw,2010,5,18,129,14738,0,0,0.1
2010-05-10,Finished,2010,5,19,130,14739,0,0,0.03
2010-05-10,Raw,2010,5,19,130,14739,0,0,0.096
2010-05-11,Finished,2010,5,19,131,14740,0,0,0.026
2010-05-11,Raw,2010,5,19,131,14740,0,0,0.09
2010-05-13,Finished,2010,5,19,133,14742,0,0,0.032
2010-05-13,Raw,2010,5,19,133,14742,0,0,0.098
2010-05-14,Finished,2010,5,19,134,14743,0,0,0.031
2010-05-14,Raw,2010,5,19,134,14743,0,0,0.091
2010-05-15,Finished,2010,5,19,135,14744,0,0,0.027
2010-05-15,Raw,2010,5,19,135,14744,0,0,0.09
2010-05-16,Finished,2010,5,19,136,14745,0,0,0.029
2010-05-16,Raw,2010,5,19,136,14745,0,0,0.091
2010-05-18,Finished,2010,5,20,138,14747,0,0,0.031
2010-05-18,Raw,2010,5,20,138,14747,0,0,0.09
2010-05-19,Finished,2010,5,20,139,14748,0,0,0.031
2010-05-19,Raw,2010,5,20,139,14748,0,0,0.093
2010-05-20,Finished,2010,5,20,140,14749,0,0,0.027
2010-05-20,Raw,2010,5,20,140,14749,0,0,0.09
2010-05-22,Finished,2010,5,20,142,14751,0,0,0.035
2010-05-22,Raw,2010,5,20,142,14751,0,0,0.093
2010-05-23,Finished,2010,5,20,143,14752,0,0,0.028
2010-05-23,Raw,2010,5,20,143,14752,0,0,0.088
2010-05-24,Finished,2010,5,21,144,14753,0,0,0.03
2010-05-24,Raw,2010,5,21,144,14753,0,0,0.091
2010-05-25,Finished,2010,5,21,145,14754,0,0,0.022
2010-05-25,Raw,2010,5,21,145,14754,0,0,0.087
2010-05-26,Finished,2010,5,21,146,14755,0,0,0.027
2010-05-26,Raw,2010,5,21,146,14755,0,0,0.084
2010-05-28,Finished,2010,5,21,148,14757,0,0,0.03
2010-05-28,Raw,2010,5,21,148,14757,0,0,0.084
2010-05-29,Finished,2010,5,21,149,14758,0,0,0.027
2010-05-29,Raw,2010,5,21,149,14758,0,0,0.085
2010-05-30,Finished,2010,5,21,150,14759,0,0,0.029
2010-05-30,Raw,2010,5,21,150,14759,0,0,0.089
2010-05-31,Finished,2010,5,22,151,14760,0,0,0.023
2010-05-31,Raw,2010,5,22,151,14760,0,0,0.085
2010-06-01,Finished,2010,6,22,152,14761,0,0,0.027
2010-06-01,Raw,2010,6,22,152,14761,0,0,0.085
2010-06-02,Finished,2010,6,22,153,14762,0,0,0.026
2010-06-02,Raw,2010,6,22,153,14762,0,0,0.081
2010-06-03,Finished,2010,6,22,154,14763,0,0,0.026
2010-06-03,Raw,2010,6,22,154,14763,0,0,0.084
2010-06-04,Finished,2010,6,22,155,14764,0,0,0.026
2010-06-04,Raw,2010,6,22,155,14764,0,0,0.083
2010-06-05,Finished,2010,6,22,156,14765,0,0,0.027
2010-06-05,Raw,2010,6,22,156,14765,0,0,0.077
2010-06-07,Finished,2010,6,23,158,14767,0,0,0.028
2010-06-07,Raw,2010,6,23,158,14767,0,0,0.083
2010-06-08,Finished,2010,6,23,159,14768,0,0,0.027
2010-06-08,Raw,2010,6,23,159,14768,0,0,0.08
2010-06-09,Finished,2010,6,23,160,14769,0,0,0.023
2010-06-09,Raw,2010,6,23,160,14769,0,0,0.078
2010-06-10,Finished,2010,6,23,161,14770,0,0,0.032
2010-06-10,Raw,2010,6,23,161,14770,0,0,0.084
2010-06-11,Finished,2010,6,23,162,14771,0,0,0.029
2010-06-11,Raw,2010,6,23,162,14771,0,0,0.081
2010-06-12,Finished,2010,6,23,163,14772,0,0,0.024
2010-06-12,Raw,2010,6,23,163,14772,0,0,0.079
2010-06-13,Finished,2010,6,23,164,14773,0,0,0.024
2010-06-13,Raw,2010,6,23,164,14773,0,0,0.081
2010-06-15,Finished,2010,6,24,166,14775,0,0,0.031
2010-06-15,Raw,2010,6,24,166,14775,0,0,0.084
2010-06-16,Finished,2010,6,24,167,14776,0,0,0.028
2010-06-16,Raw,2010,6,24,167,14776,0,0,0.078
2010-06-17,Finished,2010,6,24,168,14777,0,0,0.025
2010-06-17,Raw,2010,6,24,168,14777,0,0,0.08
2010-06-18,Finished,2010,6,24,169,14778,0,0,0.033
2010-06-18,Raw,2010,6,24,169,14778,0,0,0.081
2010-06-20,Finished,2010,6,24,171,14780,0,0,0.029
2010-06-20,Raw,2010,6,24,171,14780,0,0,0.082
2010-06-21,Finished,2010,6,25,172,14781,0,0,0.028
2010-06-21,Raw,2010,6,25,172,14781,0,0,0.083
2010-06-22,Finished,2010,6,25,173,14782,0,0,0.028
2010-06-22,Raw,2010,6,25,173,14782,0,0,0.07
2010-06-23,Finished,2010,6,25,174,14783,0,0,0.025
2010-06-23,Raw,2010,6,25,174,14783,0,0,0.07
2010-06-24,Finished,2010,6,25,175,14784,0,0,0.026
2010-06-24,Raw,2010,6,25,175,14784,0,0,0.075
2010-06-26,Finished,2010,6,25,177,14786,0,0,0.029
2010-06-26,Raw,2010,6,25,177,14786,0,0,0.076
2010-06-27,Finished,2010,6,25,178,14787,0,0,0.027
2010-06-27,Raw,2010,6,25,178,14787,0,0,0.079
2010-06-28,Finished,2010,6,26,179,14788,0,0,0.027
2010-06-28,Raw,2010,6,26,179,14788,0,0,0.074
2010-06-29,Finished,2010,6,26,180,14789,0,0,0.026
2010-06-29,Raw,2010,6,26,180,14789,0,0,0.077
2010-06-30,Finished,2010,6,26,181,14790,0,0,0.025
2010-06-30,Raw,2010,6,26,181,14790,0,0,0.074
2010-07-01,Finished,2010,7,26,182,14791,0,0,0.026
2010-07-01,Raw,2010,7,26,182,14791,0,0,0.077
2010-07-02,Finished,2010,7,26,183,14792,0,0,0.027
2010-07-02,Raw,2010,7,26,183,14792,0,0,0.079
2010-07-05,Finished,2010,7,27,186,14795,0,0,0.023
2010-07-05,Raw,2010,7,27,186,14795,0,0,0.07
2010-07-06,Finished,2010,7,27,187,14796,0,0,0.023
2010-07-06,Raw,2010,7,27,187,14796,0,0,0.069
2010-07-07,Finished,2010,7,27,188,14797,0,0,0.024
2010-07-07,Raw,2010,7,27,188,14797,0,0,0.066
2010-07-09,Finished,2010,7,27,190,14799,0,0,0.023
2010-07-09,Raw,2010,7,27,190,14799,0,0,0.067
2010-07-10,Finished,2010,7,27,191,14800,0,0,0.022
2010-07-10,Raw,2010,7,27,191,14800,0,0,0.067
2010-07-11,Finished,2010,7,27,192,14801,0,0,0.022
2010-07-11,Raw,2010,7,27,192,14801,0,0,0.064
2010-07-12,Finished,2010,7,28,193,14802,0,0,0.02
2010-07-12,Raw,2010,7,28,193,14802,0,0,0.064
2010-07-13,Finished,2010,7,28,194,14803,0,0,0.024
2010-07-13,Raw,2010,7,28,194,14803,0,0,0.066
2010-07-16,Finished,2010,7,28,197,14806,0,0,0.027
2010-07-16,Raw,2010,7,28,197,14806,0,0,0.072
2010-07-17,Finished,2010,7,28,198,14807,0,0,0.029
2010-07-17,Raw,2010,7,28,198,14807,0,0,0.08
2010-07-18,Finished,2010,7,28,199,14808,0,0,0.027
2010-07-18,Raw,2010,7,28,199,14808,0,0,0.083
2010-07-19,Finished,2010,7,29,200,14809,0,0,0.031
2010-07-19,Raw,2010,7,29,200,14809,0,0,0.088
2010-07-21,Finished,2010,7,29,202,14811,0,0,0.029
2010-07-21,Raw,2010,7,29,202,14811,0,0,0.085
2010-07-22,Finished,2010,7,29,203,14812,0,0,0.029
2010-07-22,Raw,2010,7,29,203,14812,0,0,0.089
2010-07-23,Finished,2010,7,29,204,14813,0,0,0.028
2010-07-23,Raw,2010,7,29,204,14813,0,0,0.088
2010-07-24,Finished,2010,7,29,205,14814,0,0,0.026
2010-07-24,Raw,2010,7,29,205,14814,0,0,0.088
2010-07-25,Finished,2010,7,29,206,14815,0,0,0.028
2010-07-25,Raw,2010,7,29,206,14815,0,0,0.089
2010-07-26,Finished,2010,7,30,207,14816,0,0,0.028
2010-07-26,Raw,2010,7,30,207,14816,0,0,0.077
2010-07-27,Finished,2010,7,30,208,14817,0,0,0.025
2010-07-27,Raw,2010,7,30,208,14817,0,0,0.075
2010-07-28,Finished,2010,7,30,209,14818,0,0,0.025
2010-07-28,Raw,2010,7,30,209,14818,0,0,0.078
2010-07-30,Finished,2010,7,30,211,14820,0,0,0.028
2010-07-30,Raw,2010,7,30,211,14820,0,0,0.077
2010-08-01,Finished,2010,8,30,213,14822,0,0,0.032
2010-08-01,Raw,2010,8,30,213,14822,0,0,0.08
2010-08-02,Finished,2010,8,31,214,14823,0,0,0.024
2010-08-02,Raw,2010,8,31,214,14823,0,0,0.071
